"TD_TIMECODE","CUSTOMER_ID","SERVER_ID","PAGE","BROWSE_ID"
"2018-03-13 08:29:00.000000",55618,"OL162","Web Chat","W0000200063"
"2018-03-13 08:29:00.000000",87638,"OL162","Web Chat","W0000200064"
"2018-03-13 08:29:00.000000",213718,"VP10","Web Chat","W0000200066"
"2018-03-13 09:11:00.000000",14759,"VP10","Service Inquiry","W0000200067"
"2018-03-13 09:11:00.000000",78799,"VP10","Service Inquiry","W0000200068"
"2018-03-13 09:14:00.000000",14759,"VP10","Web Chat","W0000200071"
"2018-03-13 09:14:00.000000",78799,"VP10","Web Chat","W0000200073"
"2018-03-13 10:41:00.000000",31209,"OL162","Web Chat","W0000200076"
"2018-03-13 10:41:00.000000",95249,"VP10","Web Chat","W0000200078"
"2018-03-13 10:44:00.000000",95249,"VP10","Product Browsing","W0000200082"
"2018-03-13 10:44:00.000000",127269,"JM76","Product Browsing","W0000200083"
"2018-03-13 10:44:00.000000",31209,"OL162","Product Browsing","W0000200080"
"2018-03-13 10:44:00.000000",253300,"OL162","Product Browsing","W0000200084"
"2018-03-13 11:32:00.000000",108768,"OL162","Web Chat","W0000200088"
"2018-03-13 11:32:00.000000",76748,"EA59","Web Chat","W0000200087"
"2018-03-13 11:32:00.000000",140788,"ZG67","Web Chat","W0000200089"
"2018-03-13 11:40:00.000000",108768,"OL162","Product Browsing","W0000200094"
"2018-03-13 11:40:00.000000",12708,"CV186","Product Browsing","W0000200091"
"2018-03-13 11:40:00.000000",44728,"CV186","Product Browsing","W0000200092"
"2018-03-13 12:06:00.000000",65037,"OL162","Product Browsing","W0000200096"
"2018-03-13 12:06:00.000000",1100075,"OL162","Product Browsing","W0000200098"
"2018-03-13 13:19:00.000000",78466,"EA59","Web Chat","W0000200101"
"2018-03-13 15:15:00.000000",77761,"CV186","Product Browsing","W0000200112"
"2018-03-13 15:30:00.000000",109781,"OL162","Online Feedback","W0000200121"
"2018-03-13 16:19:00.000000",13316,"OL162","Purchase","W0000200122"
"2018-03-13 16:19:00.000000",109376,"JM76","Product Return","W0000200124"
"2018-03-13 16:19:00.000000",77356,"ZG67","Purchase","W0000200123"
"2018-03-13 16:25:00.000000",69305,"EA59","Product Return","W0000200126"
"2018-03-13 18:23:00.000000",9025,"VP10","Product Browsing","W0000200127"
"2018-03-13 18:23:00.000000",73065,"VP10","Product Browsing","W0000200129"
"2018-03-13 18:23:00.000000",41045,"ZG67","Product Browsing","W0000200128"
"2018-03-13 18:23:00.000000",137105,"ZG67","Product Browsing","W0000200131"
"2018-03-13 21:18:00.000000",227947,"OL162","Online Feedback","W0000200135"
"2018-03-13 21:20:00.000000",5856,"OL162","Web Chat","W0000200136"
"2018-03-13 21:55:00.000000",30479,"CV186","Return Policy Inquiry","W0000200145"
"2018-03-13 22:04:00.000000",62499,"EA59","Web Chat","W0000200148"
"2018-03-13 22:04:00.000000",158559,"EA59","Web Chat","W0000200151"
"2018-03-13 22:04:00.000000",126539,"EA59","Web Chat","W0000200150"
"2018-03-13 22:04:00.000000",94519,"ZG67","Web Chat","W0000200149"
"2018-03-13 23:18:00.000000",108889,"VP10","Product Browsing","W0000200155"
"2018-03-13 23:18:00.000000",12829,"OL162","Product Browsing","W0000200152"
"2018-03-13 23:18:00.000000",76869,"OL162","Product Browsing","W0000200154"
"2018-03-13 23:18:00.000000",202949,"OL162","Product Browsing","W0000200157"
"2018-03-13 23:21:00.000000",76869,"OL162","Service Inquiry","W0000200158"
"2018-03-13 23:21:00.000000",108889,"VP10","Online Feedback","W0000200159"
"2018-03-13 23:21:00.000000",172929,"VP10","Online Feedback","W0000200160"
"2018-03-13 23:38:00.000000",12990,"ZG67","Return Policy Inquiry","W0000200162"
"2018-03-13 23:38:00.000000",141070,"ZG67","Return Policy Inquiry","W0000200164"
"2018-03-13 23:43:00.000000",70176,"CV186","Online Feedback","W0000200168"
"2018-03-13 23:43:00.000000",45010,"OL162","Web Chat","W0000200167"
"2018-03-13 23:43:00.000000",109050,"OL162","Web Chat","W0000200171"
"2018-03-13 23:43:00.000000",6136,"JM76","Service Inquiry","W0000200165"
"2018-03-13 23:43:00.000000",173090,"JM76","Web Chat","W0000200173"
"2018-03-13 23:45:00.000000",38156,"OL162","Return Policy Inquiry","W0000200175"
"2018-03-13 23:48:00.000000",70176,"CV186","Web Chat","W0000200179"
"2018-03-13 23:48:00.000000",6136,"JM76","Web Chat","W0000200177"
"2018-03-13 23:52:00.000000",173090,"JM76","Product Browsing","W0000200188"
"2018-03-14 01:45:00.000000",4801,"OL162","Product Browsing","W0000200189"
"2018-03-14 01:45:00.000000",194921,"OL162","Product Browsing","W0000200194"
"2018-03-14 01:45:00.000000",100861,"CV186","Product Browsing","W0000200192"
"2018-03-14 01:45:00.000000",36821,"EA59","Product Browsing","W0000200190"
"2018-03-14 03:26:00.000000",41544,"ZG67","Product Browsing","W0000200199"
"2018-03-14 03:26:00.000000",105584,"ZG67","Product Browsing","W0000200201"
"2018-03-14 03:26:00.000000",9524,"VP10","Product Browsing","W0000200198"
"2018-03-14 05:37:00.000000",231464,"JM76","Product Browsing","W0000200209"
"2018-03-14 05:37:00.000000",73413,"EA59","Product Browsing","W0000200206"
"2018-03-14 05:37:00.000000",169473,"EA59","Product Browsing","W0000200208"
"2018-03-14 05:46:00.000000",28741,"JM76","Web Chat","W0000200210"
"2018-03-14 05:46:00.000000",250832,"EA59","Web Chat","W0000200215"
"2018-03-14 05:46:00.000000",188841,"CV186","Web Chat","W0000200214"
"2018-03-14 05:50:00.000000",188841,"CV186","Product Browsing","W0000200221"
"2018-03-14 05:59:00.000000",92781,"ZG67","Return Policy Inquiry","W0000200222"
"2018-03-14 07:09:00.000000",60972,"JM76","Purchase","W0000200224"
"2018-03-14 07:25:00.000000",22826,"ZG67","Purchase","W0000200226"
"2018-03-14 07:25:00.000000",86866,"ZG67","Product Return","W0000200227"
"2018-03-14 08:10:00.000000",61882,"JM76","Web Chat","W0000200230"
"2018-03-14 08:10:00.000000",29862,"ZG67","Web Chat","W0000200229"
"2018-03-14 08:10:00.000000",93902,"EA59","Web Chat","W0000200231"
"2018-03-14 08:10:00.000000",157942,"EA59","Web Chat","W0000200233"
"2018-03-14 08:10:00.000000",125922,"OL162","Web Chat","W0000200232"
"2018-03-14 08:43:00.000000",211936,"OL162","Web Chat","W0000200239"
"2018-03-14 08:43:00.000000",21816,"VP10","Web Chat","W0000200234"
"2018-03-14 08:43:00.000000",53836,"EA59","Web Chat","W0000200235"
"2018-03-14 08:43:00.000000",85856,"ZG67","Web Chat","W0000200236"
"2018-03-14 08:43:00.000000",117876,"ZG67","Web Chat","W0000200237"
"2018-03-14 08:43:00.000000",149896,"ZG67","Web Chat","W0000200238"
"2018-03-14 08:45:00.000000",123282,"CV186","Online Feedback","W0000200244"
"2018-03-14 08:45:00.000000",27222,"ZG67","Service Inquiry","W0000200241"
"2018-03-14 08:45:00.000000",59242,"OL162","Service Inquiry","W0000200242"
"2018-03-14 08:48:00.000000",27222,"ZG67","Product Browsing","W0000200245"
"2018-03-14 08:48:00.000000",91262,"VP10","Product Browsing","W0000200247"
"2018-03-14 08:51:00.000000",85856,"ZG67","Product Return","W0000200251"
"2018-03-14 08:51:00.000000",53836,"EA59","Purchase","W0000200250"
"2018-03-14 08:51:00.000000",21816,"VP10","Purchase","W0000200249"
"2018-03-14 08:52:00.000000",27222,"ZG67","Purchase","W0000200252"
"2018-03-14 09:44:00.000000",88911,"OL162","Online Feedback","W0000200259"
"2018-03-14 10:50:00.000000",81388,"ZG67","Web Chat","W0000200263"
"2018-03-14 10:50:00.000000",177448,"ZG67","Web Chat","W0000200265"
"2018-03-14 10:50:00.000000",207468,"ZG67","Web Chat","W0000200266"
"2018-03-14 14:13:00.000000",6673,"VP10","Web Chat","W0000200267"
"2018-03-14 14:30:00.000000",34567,"EA59","Web Chat","W0000200274"
"2018-03-14 14:30:00.000000",98607,"EA59","Web Chat","W0000200276"
"2018-03-14 14:30:00.000000",66587,"OL162","Web Chat","W0000200275"
"2018-03-14 14:30:00.000000",224638,"JM76","Web Chat","W0000200277"
"2018-03-14 14:59:00.000000",23598,"OL162","Service Inquiry","W0000200278"
"2018-03-14 14:59:00.000000",87638,"OL162","Online Feedback","W0000200279"
"2018-03-14 14:59:00.000000",119658,"EA59","Online Feedback","W0000200280"
"2018-03-14 17:06:00.000000",73548,"VP10","Web Chat","W0000200290"
"2018-03-14 17:06:00.000000",41528,"OL162","Web Chat","W0000200289"
"2018-03-14 17:42:00.000000",38165,"OL162","Product Browsing","W0000200293"
"2018-03-14 17:42:00.000000",70185,"OL162","Product Browsing","W0000200294"
"2018-03-14 17:45:00.000000",35566,"OL162","Product Browsing","W0000200297"
"2018-03-14 17:45:00.000000",163646,"OL162","Product Browsing","W0000200301"
"2018-03-14 17:45:00.000000",99606,"EA59","Product Browsing","W0000200299"
"2018-03-14 17:45:00.000000",131626,"EA59","Product Browsing","W0000200300"
"2018-03-14 17:45:00.000000",193666,"CV186","Product Browsing","W0000200302"
"2018-03-14 17:51:00.000000",3546,"JM76","Service Inquiry","W0000200304"
"2018-03-14 17:51:00.000000",67586,"ZG67","Online Feedback","W0000200305"
"2018-03-14 17:53:00.000000",67586,"ZG67","Web Chat","W0000200310"
"2018-03-14 17:55:00.000000",99606,"EA59","Return Policy Inquiry","W0000200312"
"2018-03-14 17:56:00.000000",6145,"VP10","Purchase","W0000200313"
"2018-03-14 19:09:00.000000",14426,"ZG67","Service Inquiry","W0000200314"
"2018-03-14 19:09:00.000000",110486,"ZG67","Online Feedback","W0000200315"
"2018-03-14 19:09:00.000000",174526,"OL162","Online Feedback","W0000200316"
"2018-03-14 19:11:00.000000",46446,"CV186","Return Policy Inquiry","W0000200317"
"2018-03-14 19:11:00.000000",110486,"ZG67","Return Policy Inquiry","W0000200318"
"2018-03-14 19:41:00.000000",127269,"JM76","Product Return","W0000200324"
"2018-03-14 20:22:00.000000",1100074,"EA59","Product Return","W0000200331"
"2018-03-14 21:15:00.000000",33017,"ZG67","Purchase","W0000200332"
"2018-03-14 21:27:00.000000",90469,"ZG67","Online Feedback","W0000200333"
"2018-03-14 21:27:00.000000",122489,"JM76","Online Feedback","W0000200334"
"2018-03-14 21:28:00.000000",122489,"JM76","Web Chat","W0000200340"
"2018-03-14 21:28:00.000000",26429,"EA59","Web Chat","W0000200337"
"2018-03-14 21:34:00.000000",110338,"OL162","Online Feedback","W0000200343"
"2018-03-14 21:34:00.000000",236369,"OL162","Online Feedback","W0000200344"
"2018-03-14 23:58:00.000000",108768,"OL162","Product Return","W0000200346"
"2018-03-15 00:30:00.000000",61784,"ZG67","Service Inquiry","W0000200348"
"2018-03-15 00:30:00.000000",251855,"ZG67","Online Feedback","W0000200353"
"2018-03-15 00:30:00.000000",125824,"JM76","Online Feedback","W0000200350"
"2018-03-15 00:30:00.000000",157844,"CV186","Online Feedback","W0000200351"
"2018-03-15 00:43:00.000000",21377,"OL162","Web Chat","W0000200357"
"2018-03-15 00:43:00.000000",53397,"OL162","Web Chat","W0000200358"
"2018-03-15 00:43:00.000000",85417,"OL162","Web Chat","W0000200359"
"2018-03-15 00:43:00.000000",117437,"OL162","Web Chat","W0000200360"
"2018-03-15 00:43:00.000000",243468,"VP10","Web Chat","W0000200362"
"2018-03-15 00:43:00.000000",149457,"ZG67","Web Chat","W0000200361"
"2018-03-15 00:47:00.000000",21377,"OL162","Return Policy Inquiry","W0000200363"
"2018-03-15 00:47:00.000000",53397,"OL162","Return Policy Inquiry","W0000200364"
"2018-03-15 00:47:00.000000",117437,"OL162","Return Policy Inquiry","W0000200365"
"2018-03-15 01:19:00.000000",178076,"ZG67","Online Feedback","W0000200368"
"2018-03-15 01:19:00.000000",49996,"OL162","Service Inquiry","W0000200366"
"2018-03-15 01:19:00.000000",114036,"EA59","Online Feedback","W0000200367"
"2018-03-15 02:05:00.000000",62499,"EA59","Product Browsing","W0000200370"
"2018-03-15 03:09:00.000000",29949,"OL162","Product Browsing","W0000200375"
"2018-03-15 03:09:00.000000",61969,"OL162","Product Browsing","W0000200376"
"2018-03-15 03:09:00.000000",126009,"OL162","Product Browsing","W0000200378"
"2018-03-15 03:13:00.000000",190049,"VP10","Return Policy Inquiry","W0000200382"
"2018-03-15 03:17:00.000000",233493,"ZG67","Online Feedback","W0000200388"
"2018-03-15 03:19:00.000000",11402,"JM76","Web Chat","W0000200389"
"2018-03-15 03:19:00.000000",107462,"JM76","Web Chat","W0000200392"
"2018-03-15 03:19:00.000000",139482,"JM76","Web Chat","W0000200393"
"2018-03-15 03:19:00.000000",75442,"EA59","Web Chat","W0000200391"
"2018-03-15 03:20:00.000000",76869,"OL162","Return Policy Inquiry","W0000200395"
"2018-03-15 03:20:00.000000",44849,"ZG67","Return Policy Inquiry","W0000200394"
"2018-03-15 03:22:00.000000",12829,"OL162","Web Chat","W0000200397"
"2018-03-15 03:22:00.000000",38702,"OL162","Product Browsing","W0000200398"
"2018-03-15 03:22:00.000000",76869,"OL162","Web Chat","W0000200402"
"2018-03-15 03:22:00.000000",102742,"OL162","Product Browsing","W0000200403"
"2018-03-15 03:22:00.000000",166782,"OL162","Product Browsing","W0000200406"
"2018-03-15 03:22:00.000000",202949,"OL162","Web Chat","W0000200407"
"2018-03-15 03:22:00.000000",41045,"ZG67","Purchase","W0000200399"
"2018-03-15 03:22:00.000000",44849,"ZG67","Web Chat","W0000200400"
"2018-03-15 03:22:00.000000",70722,"ZG67","Product Browsing","W0000200401"
"2018-03-15 03:22:00.000000",228773,"ZG67","Product Browsing","W0000200408"
"2018-03-15 03:22:00.000000",105085,"CV186","Product Return","W0000200404"
"2018-03-15 03:22:00.000000",6682,"JM76","Product Browsing","W0000200396"
"2018-03-15 03:24:00.000000",38702,"OL162","Web Chat","W0000200410"
"2018-03-15 03:24:00.000000",102742,"OL162","Web Chat","W0000200412"
"2018-03-15 04:07:00.000000",2956,"OL162","Purchase","W0000200418"
"2018-03-15 04:36:00.000000",5856,"OL162","Purchase","W0000200419"
"2018-03-15 06:36:00.000000",133475,"OL162","Return Policy Inquiry","W0000200423"
"2018-03-15 06:40:00.000000",5395,"JM76","Web Chat","W0000200424"
"2018-03-15 06:40:00.000000",69435,"JM76","Web Chat","W0000200426"
"2018-03-15 06:40:00.000000",101455,"JM76","Web Chat","W0000200427"
"2018-03-15 07:53:00.000000",68841,"ZG67","Web Chat","W0000200435"
"2018-03-15 07:53:00.000000",36821,"EA59","Web Chat","W0000200434"
"2018-03-15 09:07:00.000000",29862,"ZG67","Product Browsing","W0000200440"
"2018-03-15 09:07:00.000000",93902,"EA59","Product Browsing","W0000200442"
"2018-03-15 09:07:00.000000",61882,"JM76","Product Browsing","W0000200441"
"2018-03-15 10:28:00.000000",99960,"ZG67","Online Feedback","W0000200447"
"2018-03-15 11:29:00.000000",15869,"CV186","Purchase","W0000200448"
"2018-03-15 11:58:00.000000",8591,"OL162","Product Browsing","W0000200452"
"2018-03-15 11:58:00.000000",40611,"VP10","Product Browsing","W0000200453"
"2018-03-15 11:58:00.000000",72631,"VP10","Product Browsing","W0000200454"
"2018-03-15 12:09:00.000000",198711,"OL162","Online Feedback","W0000200458"
"2018-03-15 12:09:00.000000",104651,"EA59","Online Feedback","W0000200457"
"2018-03-15 12:46:00.000000",88748,"VP10","Product Browsing","W0000200466"
"2018-03-15 14:17:00.000000",212889,"ZG67","Product Browsing","W0000200473"
"2018-03-15 14:17:00.000000",86809,"JM76","Product Browsing","W0000200471"
"2018-03-15 14:25:00.000000",86809,"JM76","Product Return","W0000200475"
"2018-03-15 14:25:00.000000",118829,"OL162","Product Return","W0000200476"
"2018-03-15 14:29:00.000000",102196,"ZG67","Product Return","W0000200478"
"2018-03-15 15:40:00.000000",74941,"ZG67","Web Chat","W0000200485"
"2018-03-15 15:40:00.000000",106961,"ZG67","Web Chat","W0000200486"
"2018-03-15 17:39:00.000000",14607,"ZG67","Web Chat","W0000200500"
"2018-03-15 17:39:00.000000",78647,"ZG67","Web Chat","W0000200502"
"2018-03-15 17:45:00.000000",121211,"ZG67","Online Feedback","W0000200505"
"2018-03-15 17:45:00.000000",89191,"JM76","Online Feedback","W0000200504"
"2018-03-15 20:58:00.000000",114415,"EA59","Product Return","W0000200507"
"2018-03-15 21:39:00.000000",224638,"JM76","Online Feedback","W0000200512"
"2018-03-15 21:39:00.000000",34567,"EA59","Service Inquiry","W0000200509"
"2018-03-15 21:39:00.000000",98607,"EA59","Online Feedback","W0000200511"
"2018-03-15 21:56:00.000000",67976,"VP10","Return Policy Inquiry","W0000200520"
"2018-03-15 21:59:00.000000",9550,"OL162","Product Browsing","W0000200521"
"2018-03-15 21:59:00.000000",41570,"OL162","Product Browsing","W0000200522"
"2018-03-15 23:26:00.000000",108793,"OL162","Product Return","W0000200527"
"2018-03-16 00:33:00.000000",37980,"VP10","Product Browsing","W0000200529"
"2018-03-16 00:33:00.000000",134040,"VP10","Product Browsing","W0000200532"
"2018-03-16 01:31:00.000000",4062,"VP10","Return Policy Inquiry","W0000200549"
"2018-03-16 01:33:00.000000",1100069,"VP10","Purchase","W0000200550"
"2018-03-16 04:07:00.000000",125824,"JM76","Web Chat","W0000200555"
"2018-03-16 04:09:00.000000",93804,"OL162","Product Browsing","W0000200560"
"2018-03-16 04:09:00.000000",61784,"ZG67","Product Browsing","W0000200559"
"2018-03-16 04:09:00.000000",125824,"JM76","Product Browsing","W0000200561"
"2018-03-16 04:09:00.000000",29764,"EA59","Product Browsing","W0000200558"
"2018-03-16 04:16:00.000000",125824,"JM76","Return Policy Inquiry","W0000200563"
"2018-03-16 04:22:00.000000",29764,"EA59","Purchase","W0000200564"
"2018-03-16 04:22:00.000000",61784,"ZG67","Purchase","W0000200565"
"2018-03-16 05:48:00.000000",21377,"OL162","Product Browsing","W0000200568"
"2018-03-16 05:48:00.000000",53397,"OL162","Product Browsing","W0000200569"
"2018-03-16 05:48:00.000000",85417,"OL162","Product Browsing","W0000200570"
"2018-03-16 05:48:00.000000",117437,"OL162","Product Browsing","W0000200571"
"2018-03-16 05:50:00.000000",6682,"JM76","Service Inquiry","W0000200572"
"2018-03-16 05:50:00.000000",102742,"OL162","Online Feedback","W0000200574"
"2018-03-16 07:37:00.000000",46298,"JM76","Product Browsing","W0000200576"
"2018-03-16 07:37:00.000000",174378,"ZG67","Product Browsing","W0000200579"
"2018-03-16 07:37:00.000000",110338,"OL162","Product Browsing","W0000200578"
"2018-03-16 07:41:00.000000",111300,"VP10","Online Feedback","W0000200588"
"2018-03-16 07:41:00.000000",47260,"EA59","Service Inquiry","W0000200586"
"2018-03-16 07:41:00.000000",237331,"ZG67","Online Feedback","W0000200589"
"2018-03-16 07:53:00.000000",15240,"VP10","Return Policy Inquiry","W0000200591"
"2018-03-16 11:35:00.000000",95132,"JM76","Online Feedback","W0000200596"
"2018-03-16 11:35:00.000000",127152,"JM76","Online Feedback","W0000200597"
"2018-03-16 11:35:00.000000",221212,"JM76","Online Feedback","W0000200598"
"2018-03-16 11:35:00.000000",253183,"ZG67","Online Feedback","W0000200599"
"2018-03-16 12:51:00.000000",239439,"ZG67","Return Policy Inquiry","W0000200601"
"2018-03-16 12:51:00.000000",17348,"OL162","Return Policy Inquiry","W0000200600"
"2018-03-16 12:58:00.000000",49368,"OL162","Purchase","W0000200602"
"2018-03-16 13:35:00.000000",50169,"OL162","Service Inquiry","W0000200604"
"2018-03-16 13:40:00.000000",114209,"JM76","Web Chat","W0000200609"
"2018-03-16 15:41:00.000000",96059,"CV186","Return Policy Inquiry","W0000200614"
"2018-03-16 15:41:00.000000",8539,"VP10","Web Chat","W0000200611"
"2018-03-16 15:41:00.000000",40559,"VP10","Web Chat","W0000200612"
"2018-03-16 15:41:00.000000",160099,"JM76","Return Policy Inquiry","W0000200616"
"2018-03-16 15:49:00.000000",48080,"EA59","Product Browsing","W0000200629"
"2018-03-16 15:49:00.000000",112120,"EA59","Product Browsing","W0000200631"
"2018-03-16 15:53:00.000000",48080,"EA59","Purchase","W0000200633"
"2018-03-16 17:39:00.000000",24708,"JM76","Web Chat","W0000200634"
"2018-03-16 17:39:00.000000",120768,"JM76","Web Chat","W0000200637"
"2018-03-16 17:39:00.000000",56728,"ZG67","Web Chat","W0000200635"
"2018-03-16 17:47:00.000000",5065,"OL162","Product Browsing","W0000200640"
"2018-03-16 18:12:00.000000",59002,"OL162","Purchase","W0000200646"
"2018-03-16 18:12:00.000000",91022,"OL162","Product Return","W0000200647"
"2018-03-16 18:24:00.000000",35920,"OL162","Product Browsing","W0000200649"
"2018-03-16 18:24:00.000000",67940,"OL162","Product Browsing","W0000200650"
"2018-03-16 18:24:00.000000",164000,"OL162","Product Browsing","W0000200652"
"2018-03-16 18:27:00.000000",35920,"OL162","Web Chat","W0000200654"
"2018-03-16 18:27:00.000000",67940,"OL162","Web Chat","W0000200655"
"2018-03-16 18:27:00.000000",131980,"OL162","Web Chat","W0000200657"
"2018-03-16 18:31:00.000000",73442,"EA59","Web Chat","W0000200660"
"2018-03-16 18:35:00.000000",73442,"EA59","Product Browsing","W0000200668"
"2018-03-16 18:35:00.000000",9402,"OL162","Product Browsing","W0000200666"
"2018-03-16 18:50:00.000000",10901,"OL162","Product Browsing","W0000200671"
"2018-03-16 18:50:00.000000",42921,"JM76","Product Browsing","W0000200672"
"2018-03-16 18:50:00.000000",74941,"ZG67","Product Browsing","W0000200673"
"2018-03-16 18:50:00.000000",106961,"ZG67","Product Browsing","W0000200674"
"2018-03-16 18:53:00.000000",45021,"VP10","Product Browsing","W0000200677"
"2018-03-16 18:53:00.000000",13001,"EA59","Product Browsing","W0000200676"
"2018-03-16 18:53:00.000000",77041,"ZG67","Product Browsing","W0000200678"
"2018-03-16 19:00:00.000000",109061,"OL162","Online Feedback","W0000200681"
"2018-03-16 19:50:00.000000",40929,"JM76","Return Policy Inquiry","W0000200683"
"2018-03-16 19:50:00.000000",104969,"JM76","Return Policy Inquiry","W0000200684"
"2018-03-16 19:55:00.000000",67118,"EA59","Web Chat","W0000200687"
"2018-03-16 19:55:00.000000",99138,"CV186","Web Chat","W0000200688"
"2018-03-16 19:55:00.000000",225169,"CV186","Web Chat","W0000200689"
"2018-03-16 20:00:00.000000",75302,"JM76","Product Browsing","W0000200692"
"2018-03-16 20:00:00.000000",107322,"OL162","Product Browsing","W0000200693"
"2018-03-16 20:06:00.000000",201382,"ZG67","Online Feedback","W0000200695"
"2018-03-16 20:07:00.000000",75302,"JM76","Web Chat","W0000200698"
"2018-03-16 20:14:00.000000",19960,"ZG67","Product Browsing","W0000200700"
"2018-03-16 20:14:00.000000",51980,"JM76","Product Browsing","W0000200701"
"2018-03-16 20:18:00.000000",116020,"EA59","Online Feedback","W0000200707"
"2018-03-16 20:18:00.000000",84000,"VP10","Online Feedback","W0000200706"
"2018-03-16 20:44:00.000000",25151,"EA59","Purchase","W0000200708"
"2018-03-17 00:06:00.000000",52065,"ZG67","Web Chat","W0000200711"
"2018-03-17 00:06:00.000000",84085,"ZG67","Web Chat","W0000200712"
"2018-03-17 00:06:00.000000",116105,"VP10","Web Chat","W0000200713"
"2018-03-17 00:07:00.000000",52065,"ZG67","Product Browsing","W0000200715"
"2018-03-17 00:07:00.000000",84085,"ZG67","Product Browsing","W0000200716"
"2018-03-17 00:12:00.000000",84085,"ZG67","Return Policy Inquiry","W0000200720"
"2018-03-17 00:25:00.000000",94583,"CV186","Product Browsing","W0000200724"
"2018-03-17 00:25:00.000000",62563,"OL162","Product Browsing","W0000200723"
"2018-03-17 00:25:00.000000",126603,"JM76","Product Browsing","W0000200725"
"2018-03-17 00:25:00.000000",220663,"JM76","Product Browsing","W0000200726"
"2018-03-17 00:28:00.000000",30543,"VP10","Service Inquiry","W0000200727"
"2018-03-17 00:28:00.000000",126603,"JM76","Online Feedback","W0000200729"
"2018-03-17 00:45:00.000000",56116,"ZG67","Service Inquiry","W0000200732"
"2018-03-17 00:45:00.000000",24096,"JM76","Service Inquiry","W0000200731"
"2018-03-17 00:45:00.000000",120156,"JM76","Online Feedback","W0000200734"
"2018-03-17 00:51:00.000000",246187,"OL162","Return Policy Inquiry","W0000200736"
"2018-03-17 00:51:00.000000",56116,"ZG67","Return Policy Inquiry","W0000200735"
"2018-03-17 01:18:00.000000",86316,"ZG67","Online Feedback","W0000200739"
"2018-03-17 01:18:00.000000",54296,"EA59","Service Inquiry","W0000200738"
"2018-03-17 03:03:00.000000",110667,"OL162","Online Feedback","W0000200743"
"2018-03-17 04:18:00.000000",132142,"JM76","Web Chat","W0000200748"
"2018-03-17 04:18:00.000000",4062,"VP10","Web Chat","W0000200744"
"2018-03-17 04:18:00.000000",68102,"VP10","Web Chat","W0000200746"
"2018-03-17 04:24:00.000000",100122,"EA59","Product Return","W0000200752"
